YearStart,YearEnd,LocationDesc,DataSource,Topic,Question,DataValueUnit_x,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,QuestionID,DataValueTypeID,RaceEthnicity
2014,2014,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,12.3,17.4,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Idaho,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.8,14.8,11.6,18.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.9,14.9,12.0,18.4,MTH2_0,CRDPREV,"White, non-Hispanic"
2016,2016,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.0,15.0,13.3,16.9,MTH2_0,CRDPREV,"White, non-Hispanic"
2015,2015,Rhode Island,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.1,15.1,12.1,18.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Vermont,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.2,15.2,12.6,18.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Pennsylvania,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.3,15.3,9.7,23.2,MTH2_0,CRDPREV,"Black, non-Hispanic"
2016,2016,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.4,15.4,13.1,18.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2018,2018,Wyoming,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.5,15.5,9.3,24.7,MTH2_0,CRDPREV,Hispanic
2018,2018,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.6,15.6,13.5,17.9,MTH2_0,CRDPREV,"White, non-Hispanic"
2015,2015,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.7,15.7,12.8,19.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.8,15.8,13.6,18.4,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Rhode Island,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.9,15.9,13.0,19.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2015,2015,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.0,16.0,10.4,23.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2011,2011,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.1,16.1,13.2,19.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2016,2016,Wisconsin,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.2,16.2,12.8,20.2,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.3,16.3,14.1,18.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,Kentucky,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.4,16.4,9.7,26.2,MTH2_0,CRDPREV,"Black, non-Hispanic"
2016,2016,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.5,16.5,14.2,19.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Guam,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.6,16.6,10.1,25.9,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2017,2017,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.7,16.7,14.2,19.5,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Wisconsin,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.8,16.8,14.2,19.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.9,16.9,14.3,19.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Ohio,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.0,17.0,14.7,19.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Kentucky,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.1,17.1,14.5,20.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2015,2015,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.2,17.2,15.0,19.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,United States,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,17.3,17.3,13.9,21.3,RPH3_0,CRDPREV,American Indian or Alaska Native
2019,2019,Illinois,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.4,17.4,14.8,20.5,MTH2_0,CRDPREV,"White, non-Hispanic"
2015,2015,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.5,17.5,14.0,21.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.6,17.6,16.3,19.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.7,17.7,15.3,20.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.8,17.8,15.1,20.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Ohio,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.9,17.9,15.1,21.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Idaho,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.0,18.0,14.1,22.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.1,18.1,15.9,20.5,MTH2_0,CRDPREV,"White, non-Hispanic"
2021,2021,New Jersey,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.2,18.2,15.7,21.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.3,18.3,14.2,23.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2018,2018,Oregon,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.4,18.4,10.5,30.2,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2016,2016,West Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.5,18.5,16.5,20.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.6,18.6,16.1,21.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Ohio,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.7,18.7,13.3,25.7,MTH2_0,CRDPREV,"Black, non-Hispanic"
2012,2012,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.8,18.8,15.8,22.2,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.9,18.9,14.2,24.8,MTH2_0,CRDPREV,"Black, non-Hispanic"
2018,2018,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.0,19.0,16.0,22.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2016,2016,Oregon,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.1,19.1,16.2,22.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.2,19.2,16.3,22.5,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,Delaware,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,19.3,19.3,14.4,25.2,RPH3_0,CRDPREV,"Black, non-Hispanic"
2012,2012,West Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.4,19.4,16.5,22.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.5,19.5,14.4,25.9,MTH2_0,CRDPREV,"Black, non-Hispanic"
2021,2021,Maryland,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.6,19.6,17.4,22.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.7,19.7,16.9,22.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.8,19.8,12.5,29.8,MTH2_0,CRDPREV,"Black, non-Hispanic"
2013,2013,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.9,19.9,14.0,27.6,MTH2_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Illinois,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,20.0,20.0,14.5,27.0,RPH3_0,CRDPREV,"Black, non-Hispanic"
2014,2014,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.1,20.1,17.2,23.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.2,20.2,15.5,26.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Kentucky,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,20.3,20.3,16.5,24.8,RPH3_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.4,20.4,17.4,23.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Wisconsin,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.5,20.5,16.9,24.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2018,2018,Minnesota,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,20.6,20.6,11.7,33.7,RPH3_0,CRDPREV,Hispanic
2020,2020,United States,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.7,20.7,20.1,22.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Ohio,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,20.8,20.8,11.1,35.4,RPH3_0,CRDPREV,Hispanic
2021,2021,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.9,20.9,17.7,24.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2021,2021,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.0,21.0,14.3,29.8,MTH2_0,CRDPREV,"Black, non-Hispanic"
2019,2019,Minnesota,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,21.1,21.1,14.4,30.0,RPH3_0,CRDPREV,"Black, non-Hispanic"
2020,2020,North Dakota,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,21.2,21.2,17.9,25.0,RPH3_0,CRDPREV,American Indian or Alaska Native
2015,2015,New York,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,21.3,21.3,17.8,25.4,RPH3_0,CRDPREV,Hispanic
2012,2012,Minnesota,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,21.4,21.4,12.5,34.3,RPH3_0,CRDPREV,Asian or Pacific Islander
2021,2021,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.5,21.5,19.1,24.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2018,2018,Idaho,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.6,21.6,17.1,26.9,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.7,21.7,17.9,26.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Arkansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.8,21.8,14.1,32.1,MTH2_0,CRDPREV,"Black, non-Hispanic"
2019,2019,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.9,21.9,13.2,34.1,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Washington,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.0,22.0,15.7,30.0,RPH3_0,CRDPREV,American Indian or Alaska Native
2014,2014,Wisconsin,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.1,22.1,18.7,25.9,RPH3_0,CRDPREV,"Black, non-Hispanic"
2017,2017,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.2,22.2,13.8,33.6,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2017,2017,Montana,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.3,22.3,13.2,35.1,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2014,2014,Oklahoma,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.4,22.4,12.3,37.3,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2016,2016,Arkansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.5,22.5,17.8,28.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.6,22.6,14.0,34.4,MTH2_0,CRDPREV,"Other, non-Hispanic"
2013,2013,Georgia,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.7,22.7,18.3,27.9,RPH3_0,CRDPREV,"White, non-Hispanic"
2018,2018,Louisiana,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.8,22.8,13.7,35.4,RPH3_0,CRDPREV,Hispanic
2013,2013,Illinois,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,22.9,22.9,16.8,30.4,RPH3_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Delaware,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,23.0,23.0,17.3,29.8,RPH3_0,CRDPREV,"Black, non-Hispanic"
2019,2019,Indiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.1,23.1,13.2,37.2,MTH2_0,CRDPREV,"Other, non-Hispanic"
2017,2017,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,23.2,23.2,18.3,29.0,RPH3_0,CRDPREV,Hispanic
2020,2020,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.3,23.3,19.4,27.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,Guam,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.4,23.4,13.1,38.2,MTH2_0,CRDPREV,Hispanic
2021,2021,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.5,23.5,20.5,26.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.6,23.6,16.6,32.5,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2016,2016,Illinois,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,23.7,23.7,17.5,31.1,RPH3_0,CRDPREV,"Black, non-Hispanic"
2016,2016,United States,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,23.8,23.8,21.8,25.9,RPH3_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Wyoming,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,23.9,23.9,16.1,33.8,RPH3_0,CRDPREV,American Indian or Alaska Native
2020,2020,Michigan,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,24.0,24.0,20.6,27.8,RPH3_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.1,24.1,14.1,38.0,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2012,2012,Massachusetts,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,24.2,24.2,19.7,29.3,RPH3_0,CRDPREV,Hispanic
2020,2020,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.3,24.3,21.8,27.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,Michigan,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,24.4,24.4,15.2,36.7,RPH3_0,CRDPREV,Hispanic
2015,2015,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.5,24.5,14.7,37.9,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Arkansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.6,24.6,21.2,28.4,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Georgia,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,24.7,24.7,15.7,36.7,RPH3_0,CRDPREV,Hispanic
2021,2021,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.8,24.8,22.1,27.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Arkansas,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,24.9,24.9,15.0,38.4,RPH3_0,CRDPREV,"Black, non-Hispanic"
2018,2018,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,25.0,25.0,15.4,38.1,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,25.1,25.1,20.3,30.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,South Dakota,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.2,25.2,20.3,30.9,RPH3_0,CRDPREV,American Indian or Alaska Native
2020,2020,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,25.3,25.3,21.9,29.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Hawaii,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.4,25.4,21.9,29.1,RPH3_0,CRDPREV,Asian or Pacific Islander
2019,2019,Mississippi,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.5,25.5,22.7,28.6,RPH3_0,CRDPREV,"White, non-Hispanic"
2013,2013,United States,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.6,25.6,24.0,27.3,RPH3_0,CRDPREV,Hispanic
2015,2015,Nebraska,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.7,25.7,21.2,30.8,RPH3_0,CRDPREV,Hispanic
2017,2017,United States,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.8,25.8,22.0,30.0,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Kentucky,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,25.9,25.9,13.7,43.6,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2021,2021,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.0,26.0,23.6,28.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2020,2020,Illinois,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,26.1,26.1,20.4,32.7,RPH3_0,CRDPREV,Hispanic
2019,2019,District of Columbia,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,26.2,26.2,20.2,33.3,RPH3_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,26.3,26.3,17.4,37.8,RPH3_0,CRDPREV,Hispanic
2019,2019,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,26.4,26.4,20.2,33.5,RPH3_0,CRDPREV,Hispanic
2020,2020,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.5,26.5,18.6,36.3,MTH2_0,CRDPREV,"Black, non-Hispanic"
2012,2012,Oklahoma,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,26.6,26.6,15.0,42.8,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2021,2021,Oregon,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.7,26.7,23.6,30.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2021,2021,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.8,26.8,23.1,30.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Washington,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,26.9,26.9,18.1,38.1,RPH3_0,CRDPREV,"Black, non-Hispanic"
2014,2014,Hawaii,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.0,27.0,18.7,37.3,RPH3_0,CRDPREV,Hispanic
2017,2017,Wyoming,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.1,27.1,22.5,32.2,RPH3_0,CRDPREV,"White, non-Hispanic"
2018,2018,Arizona,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,27.2,27.2,14.4,45.4,MTH2_0,CRDPREV,"Black, non-Hispanic"
2019,2019,Utah,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.3,27.3,14.8,45.0,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2014,2014,New York,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.4,27.4,13.5,47.8,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2021,2021,Indiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,27.5,27.5,24.9,30.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Nebraska,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.6,27.6,22.0,33.9,RPH3_0,CRDPREV,Hispanic
2016,2016,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,27.7,27.7,19.1,38.3,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Tennessee,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.8,27.8,18.6,39.4,RPH3_0,CRDPREV,"Black, non-Hispanic"
2018,2018,North Carolina,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,27.9,27.9,19.8,37.7,RPH3_0,CRDPREV,"Black, non-Hispanic"
2012,2012,New Jersey,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.0,28.0,22.6,34.0,RPH3_0,CRDPREV,Hispanic
2016,2016,Hawaii,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.1,28.1,21.8,35.3,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2019,2019,Illinois,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.2,28.2,22.8,34.4,RPH3_0,CRDPREV,Hispanic
2016,2016,Texas,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.3,28.3,25.8,31.0,RPH3_0,CRDPREV,"White, non-Hispanic"
2019,2019,Arkansas,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.4,28.4,19.0,40.0,RPH3_0,CRDPREV,"Black, non-Hispanic"
2019,2019,Wisconsin,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.5,28.5,22.0,36.0,RPH3_0,CRDPREV,Hispanic
2020,2020,Wisconsin,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.6,28.6,23.5,34.4,RPH3_0,CRDPREV,Hispanic
2013,2013,Tennessee,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.7,28.7,24.8,33.1,RPH3_0,CRDPREV,"White, non-Hispanic"
2013,2013,Delaware,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.8,28.8,26.0,31.7,RPH3_0,CRDPREV,"White, non-Hispanic"
2013,2013,New Mexico,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,28.9,28.9,26.5,31.3,RPH3_0,CRDPREV,"White, non-Hispanic"
